time,vehicle_id,longitude,latitude,angle,vehicle_type,speed_mps,position_on_lane,lane,slope
55.0,bike_001,77.628877,12.916855,94.23,motorcycle,15.40,632.80,1073384217#1_1,0.00
55.0,bike_002,77.625648,12.917656,96.07,motorcycle,10.22,269.25,1073384217#1_0,0.00
55.0,bike_003,77.624476,12.917689,85.09,motorcycle,14.48,142.14,1073384217#1_1,0.00
55.0,car_001,77.631202,12.916667,95.08,car,15.75,57.12,1534247766#1_0,0.00
55.0,car_002,77.629320,12.916790,93.67,car,14.46,2.87,1534247766#0_0,0.00
55.0,car_003,77.628736,12.916838,94.28,car,16.26,617.58,1073384217#1_0,0.00
55.0,car_004,77.627632,12.917123,106.23,car,16.14,493.13,1073384217#1_0,0.00
55.0,car_005,77.626576,12.917432,105.03,car,16.09,373.25,1073384217#1_0,0.00
55.0,car_006,77.624859,12.917709,88.98,car,13.02,183.72,1073384217#1_1,0.00
55.0,car_007,77.623765,12.917613,80.16,car,11.89,64.57,1073384217#1_2,0.00
56.0,bike_001,77.629016,12.916844,94.23,motorcycle,15.09,647.89,1073384217#1_1,0.00
56.0,bike_002,77.625743,12.917644,100.33,motorcycle,10.40,279.65,1073384217#1_0,0.00
56.0,bike_003,77.624611,12.917699,85.09,motorcycle,14.67,156.81,1073384217#1_1,0.00
56.0,car_001,77.631347,12.916653,95.08,car,15.82,72.94,1534247766#1_0,0.00
56.0,car_002,77.629452,12.916781,93.53,car,14.37,17.24,1534247766#0_0,0.00
56.0,car_003,77.628887,12.916825,94.23,car,16.49,634.07,1073384217#1_0,0.00
56.0,car_004,77.627771,12.917082,106.23,car,15.79,508.92,1073384217#1_0,0.00
56.0,car_005,77.626722,12.917392,105.03,car,16.49,389.74,1073384217#1_0,0.00
56.0,car_006,77.624981,12.917710,88.98,car,13.27,196.99,1073384217#1_1,0.00
56.0,car_007,77.623886,12.917603,80.16,car,12.76,77.33,1073384217#1_1,0.00
57.0,bike_001,77.629165,12.916831,94.23,motorcycle,16.27,664.16,1073384217#1_1,0.00
57.0,bike_002,77.625844,12.917624,100.86,motorcycle,11.20,290.85,1073384217#1_0,0.00
57.0,bike_003,77.624745,12.917708,86.93,motorcycle,14.59,171.40,1073384217#1_1,0.00
57.0,car_001,77.631491,12.916639,95.08,car,15.78,88.72,1534247766#1_0,0.00
57.0,car_002,77.629590,12.916771,93.53,car,15.02,32.25,1534247766#0_0,0.00
57.0,car_003,77.629034,12.916813,94.23,car,15.98,650.05,1073384217#1_0,0.00
57.0,car_004,77.627915,12.917039,106.23,car,16.34,525.26,1073384217#1_0,0.00
57.0,car_005,77.626864,12.917351,106.23,car,16.17,405.91,1073384217#1_0,0.00
57.0,car_006,77.625098,12.917710,89.89,car,12.73,209.73,1073384217#1_1,0.00
57.0,car_007,77.623994,12.917620,80.16,car,11.87,89.19,1073384217#1_1,0.00
58.0,bike_001,77.629311,12.916820,93.59,motorcycle,15.90,1.71,1534247766#0_1,0.00
58.0,bike_002,77.625944,12.917604,100.86,motorcycle,11.08,301.93,1073384217#1_0,0.00
58.0,bike_003,77.624866,12.917709,88.98,motorcycle,13.06,184.46,1073384217#1_1,0.00
58.0,car_001,77.631633,12.916625,95.08,car,15.44,104.16,1534247766#1_0,0.00
58.0,car_002,77.629723,12.916762,93.53,car,14.47,46.72,1534247766#0_0,0.00
58.0,car_003,77.629184,12.916801,94.23,car,16.43,666.48,1073384217#1_0,0.00
58.0,car_004,77.628053,12.916998,106.23,car,15.74,541.00,1073384217#1_0,0.00
58.0,car_005,77.627007,12.917309,106.23,car,16.15,422.06,1073384217#1_0,0.00
58.0,car_006,77.625216,12.917709,89.89,car,12.75,222.47,1073384217#1_1,0.00
58.0,car_007,77.624106,12.917638,80.16,car,12.30,101.50,1073384217#1_1,0.00
59.0,bike_001,77.629458,12.916810,93.54,motorcycle,16.01,17.71,1534247766#0_1,0.00
59.0,bike_002,77.626040,12.917578,105.03,motorcycle,10.85,312.78,1073384217#1_0,0.00
59.0,bike_003,77.624996,12.917710,88.98,motorcycle,14.18,198.64,1073384217#1_1,0.00
59.0,car_001,77.631782,12.916611,95.08,car,16.28,120.44,1534247766#1_0,0.00
59.0,car_002,77.629862,12.916752,93.53,car,15.11,61.84,1534247766#0_0,0.00
59.0,car_003,77.629331,12.916790,93.56,car,15.96,4.08,1534247766#0_0,0.00
59.0,car_004,77.628190,12.916958,106.23,car,15.58,556.58,1073384217#1_0,0.00
59.0,car_005,77.627152,12.917266,106.23,car,16.49,438.55,1073384217#1_0,0.00
59.0,car_006,77.625342,12.917708,89.89,car,13.71,236.18,1073384217#1_1,0.00
59.0,car_007,77.624221,12.917656,80.16,car,12.67,114.17,1073384217#1_1,0.00
60.0,bike_001,77.629609,12.916799,93.54,motorcycle,16.44,34.15,1534247766#0_1,0.00
60.0,bike_002,77.626131,12.917554,105.03,motorcycle,10.21,322.99,1073384217#1_0,0.00
60.0,bike_003,77.625130,12.917710,89.89,motorcycle,14.52,213.16,1073384217#1_1,0.00
60.0,car_001,77.631925,12.916597,95.08,car,15.66,136.10,1534247766#1_0,0.00
60.0,car_002,77.629999,12.916743,93.26,car,14.98,76.82,1534247766#0_0,0.00
60.0,car_003,77.629484,12.916779,93.53,car,16.67,20.75,1534247766#0_0,0.00
60.0,car_004,77.628334,12.916915,106.23,car,16.29,572.87,1073384217#1_0,0.00
60.0,car_005,77.627289,12.917225,106.23,car,15.56,454.11,1073384217#1_0,0.00
60.0,car_006,77.625466,12.917706,90.90,car,13.45,249.63,1073384217#1_1,0.00
60.0,car_007,77.624334,12.917674,80.16,car,12.39,126.56,1073384217#1_1,0.00
60.0,car_008,77.623225,12.917496,75.88,car,0.10,4.60,1073384217#1_2,0.00
61.0,bike_001,77.629741,12.916790,93.54,motorcycle,14.29,48.44,1534247766#0_1,0.00
61.0,bike_002,77.626216,12.917530,105.03,motorcycle,9.70,332.69,1073384217#1_0,0.00
61.0,bike_003,77.625255,12.917709,89.89,motorcycle,13.64,226.80,1073384217#1_1,0.00
61.0,car_001,77.632077,12.916582,95.08,car,16.57,152.67,1534247766#1_0,0.00
61.0,car_002,77.630126,12.916735,93.26,car,13.84,90.66,1534247766#0_0,0.00
61.0,car_003,77.629632,12.916768,93.53,car,16.15,36.90,1534247766#0_0,0.00
61.0,car_004,77.628480,12.916877,103.14,car,16.45,589.31,1073384217#1_0,0.00
61.0,car_005,77.627428,12.917184,106.23,car,15.79,469.90,1073384217#1_0,0.00
61.0,car_006,77.625592,12.917692,96.07,car,13.80,263.43,1073384217#1_1,0.00
61.0,car_007,77.624448,12.917687,85.09,car,12.46,139.01,1073384217#1_1,0.00
61.0,car_008,77.623248,12.917502,75.88,car,2.64,7.24,1073384217#1_2,0.00
62.0,bike_001,77.629873,12.916780,93.54,motorcycle,14.45,62.89,1534247766#0_1,0.00
62.0,bike_002,77.626301,12.917507,105.03,motorcycle,9.59,342.28,1073384217#1_0,0.00
62.0,bike_003,77.625379,12.917708,89.89,motorcycle,13.45,240.25,1073384217#1_1,0.00
62.0,car_001,77.632222,12.916568,95.33,car,15.79,168.46,1534247766#1_0,0.00
62.0,car_002,77.630257,12.916726,93.26,car,14.26,104.92,1534247766#0_0,0.00
62.0,car_003,77.629774,12.916758,93.53,car,15.40,52.30,1534247766#0_0,0.00
62.0,car_004,77.628618,12.916848,97.62,car,15.37,604.69,1073384217#1_0,0.00
62.0,car_005,77.627565,12.917143,106.23,car,15.66,485.55,1073384217#1_0,0.00
62.0,car_006,77.625715,12.917678,96.07,car,13.41,276.84,1073384217#1_1,0.00
62.0,car_007,77.624572,12.917667,85.09,car,13.02,152.03,1073384217#1_0,0.00
62.0,car_008,77.623289,12.917511,75.88,car,4.49,11.74,1073384217#1_2,0.00
63.0,bike_001,77.630008,12.916771,93.25,motorcycle,14.65,77.54,1534247766#0_1,0.00
63.0,bike_002,77.626406,12.917478,105.03,motorcycle,11.81,354.09,1073384217#1_0,0.00
63.0,bike_003,77.625500,12.917702,96.07,motorcycle,13.13,253.38,1073384217#1_1,0.00
63.0,car_001,77.632369,12.916552,95.68,car,16.08,0.22,380707230#0_0,0.00
63.0,car_002,77.630394,12.916717,93.26,car,14.82,119.75,1534247766#0_0,0.00
63.0,car_003,77.629926,12.916748,93.33,car,16.50,68.80,1534247766#0_0,0.00
63.0,car_004,77.628770,12.916835,94.28,car,16.62,621.31,1073384217#1_0,0.00
63.0,car_005,77.627711,12.917100,106.23,car,16.59,502.14,1073384217#1_0,0.00
63.0,car_006,77.625838,12.917655,100.86,car,13.63,290.47,1073384217#1_1,0.00
63.0,car_007,77.624686,12.917676,85.09,car,12.43,164.46,1073384217#1_0,0.00
63.0,car_008,77.623342,12.917524,75.88,car,6.01,17.74,1073384217#1_2,0.00
64.0,bike_001,77.630140,12.916763,93.25,motorcycle,14.34,91.88,1534247766#0_1,0.00
64.0,bike_002,77.626509,12.917450,105.03,motorcycle,11.65,365.74,1073384217#1_0,0.00
64.0,bike_003,77.625634,12.917687,96.07,motorcycle,14.65,268.03,1073384217#1_1,0.00
64.0,car_001,77.632515,12.916537,95.19,car,15.95,16.17,380707230#0_0,0.00
64.0,car_002,77.630526,12.916708,93.26,car,14.45,134.20,1534247766#0_0,0.00
64.0,car_003,77.630077,12.916738,93.26,car,16.44,85.24,1534247766#0_0,0.00
64.0,car_004,77.628919,12.916823,94.23,car,16.20,637.50,1073384217#1_0,0.00
64.0,car_005,77.627851,12.917058,106.23,car,15.87,518.01,1073384217#1_0,0.00
64.0,car_006,77.625957,12.917631,100.86,car,13.16,303.63,1073384217#1_1,0.00
64.0,car_007,77.624805,12.917680,88.98,car,12.89,177.35,1073384217#1_0,0.00
64.0,car_008,77.623415,12.917541,75.88,car,8.10,25.84,1073384217#1_2,0.00
65.0,bike_001,77.630287,12.916753,93.25,motorcycle,15.98,107.86,1534247766#0_1,0.00
65.0,bike_002,77.626599,12.917425,105.03,motorcycle,10.14,375.88,1073384217#1_0,0.00
65.0,bike_003,77.625771,12.917668,100.86,motorcycle,15.05,283.08,1073384217#1_1,0.00
65.0,bike_004,77.623209,12.917463,75.88,motorcycle,11.22,2.10,1073384217#1_1,0.00
65.0,car_001,77.632661,12.916523,95.19,car,16.01,32.18,380707230#0_0,0.00
65.0,car_002,77.630663,12.916700,92.76,car,14.76,7.87,:12683580002_3_0,0.00
65.0,car_003,77.630223,12.916728,93.26,car,15.97,101.22,1534247766#0_0,0.00
65.0,car_004,77.629069,12.916810,94.23,car,16.39,653.89,1073384217#1_0,0.00
65.0,car_005,77.627997,12.917015,106.23,car,16.64,534.65,1073384217#1_0,0.00
65.0,car_006,77.626072,12.917600,105.03,car,12.97,316.60,1073384217#1_1,0.00
65.0,car_007,77.624916,12.917681,88.98,car,12.15,189.50,1073384217#1_0,0.00
65.0,car_008,77.623503,12.917562,75.88,car,9.77,35.61,1073384217#1_2,0.00
66.0,bike_001,77.630426,12.916744,93.25,motorcycle,15.21,123.07,1534247766#0_1,0.00
66.0,bike_002,77.626686,12.917401,105.03,motorcycle,9.86,385.74,1073384217#1_0,0.00
66.0,bike_003,77.625892,12.917644,100.86,motorcycle,13.39,296.47,1073384217#1_1,0.00
66.0,bike_004,77.623334,12.917492,75.88,motorcycle,13.99,16.09,1073384217#1_1,0.00
66.0,car_001,77.632813,12.916508,95.19,car,16.50,48.68,380707230#0_0,0.00
66.0,car_002,77.630795,12.916693,92.21,car,14.41,12.79,1534247766#1_0,0.00
66.0,car_003,77.630374,12.916718,93.26,car,16.38,117.60,1534247766#0_0,0.00
66.0,car_004,77.629220,12.916798,94.13,car,16.45,1.45,:2471287780_3_0,0.00
66.0,car_005,77.628135,12.916974,106.23,car,15.60,550.25,1073384217#1_0,0.00
66.0,car_006,77.626185,12.917569,105.03,car,12.75,329.35,1073384217#1_1,0.00
66.0,car_007,77.625028,12.917681,89.11,car,12.16,201.65,1073384217#1_0,0.00
66.0,car_008,77.623617,12.917559,75.88,car,12.02,47.63,1073384217#1_1,0.00
67.0,bike_001,77.630570,12.916734,93.25,motorcycle,15.62,138.70,1534247766#0_1,0.00
67.0,bike_002,77.626779,12.917376,105.03,motorcycle,10.43,396.17,1073384217#1_0,0.00
67.0,bike_003,77.626025,12.917613,105.03,motorcycle,14.89,311.36,1073384217#1_1,0.00
67.0,bike_004,77.623468,12.917524,75.88,motorcycle,14.89,30.98,1073384217#1_1,0.00
67.0,car_001,77.632958,12.916493,95.19,car,15.86,64.54,380707230#0_0,0.00
67.0,car_002,77.630925,12.916687,92.21,car,14.12,26.91,1534247766#1_0,0.00
67.0,car_003,77.630525,12.916708,93.26,car,16.49,134.09,1534247766#0_0,0.00
67.0,car_004,77.629361,12.916788,93.53,car,15.43,7.41,1534247766#0_0,0.00
67.0,car_005,77.628281,12.916931,106.23,car,16.60,566.85,1073384217#1_0,0.00
67.0,car_006,77.626306,12.917535,105.03,car,13.72,343.06,1073384217#1_1,0.00
67.0,car_007,77.625146,12.917681,89.89,car,12.87,214.52,1073384217#1_0,0.00
67.0,car_008,77.623740,12.917579,80.16,car,13.53,61.16,1073384217#1_1,0.00
68.0,bike_001,77.630713,12.916726,92.22,motorcycle,15.58,3.69,1534247766#1_1,0.00
68.0,bike_002,77.626866,12.917350,106.23,motorcycle,9.91,406.09,1073384217#1_0,0.00
68.0,bike_003,77.626152,12.917578,105.03,motorcycle,14.35,325.71,1073384217#1_1,0.00
68.0,bike_004,77.623609,12.917557,75.88,motorcycle,15.78,46.77,1073384217#1_1,0.00
68.0,car_001,77.633104,12.916479,95.19,car,15.88,80.42,380707230#0_0,0.00
68.0,car_002,77.631061,12.916681,92.21,car,14.75,41.66,1534247766#1_0,0.00
68.0,car_003,77.630673,12.916699,92.76,car,15.94,8.95,:12683580002_3_0,0.00
68.0,car_004,77.629511,12.916777,93.53,car,16.30,23.71,1534247766#0_0,0.00
68.0,car_005,77.628420,12.916891,103.70,car,15.72,582.57,1073384217#1_0,0.00
68.0,car_006,77.626419,12.917505,105.03,car,12.65,355.71,1073384217#1_1,0.00
68.0,car_007,77.625264,12.917680,89.89,car,12.85,227.37,1073384217#1_0,0.00
68.0,car_008,77.623885,12.917603,80.16,car,16.02,77.18,1073384217#1_1,0.00
69.0,bike_001,77.630852,12.916720,92.22,motorcycle,15.07,18.76,1534247766#1_1,0.00
69.0,bike_002,77.626964,12.917321,106.23,motorcycle,11.14,417.22,1073384217#1_0,0.00
69.0,bike_003,77.626289,12.917540,105.03,motorcycle,15.43,341.14,1073384217#1_1,0.00
69.0,bike_004,77.623751,12.917581,80.16,motorcycle,15.60,62.37,1073384217#1_1,0.00
69.0,car_001,77.633250,12.916464,95.05,car,15.97,96.39,380707230#0_0,0.00
69.0,car_002,77.631189,12.916668,95.08,car,14.06,55.72,1534247766#1_0,0.00
69.0,car_003,77.630821,12.916692,92.21,car,16.09,15.55,1534247766#1_0,0.00
69.0,car_004,77.629659,12.916767,93.53,car,16.09,39.80,1534247766#0_0,0.00
69.0,car_005,77.628564,12.916857,103.14,car,16.17,598.74,1073384217#1_0,0.00
69.0,car_006,77.626532,12.917444,105.03,car,12.64,368.35,1073384217#1_0,0.00
69.0,car_007,77.625375,12.917679,89.89,car,12.03,239.40,1073384217#1_0,0.00
69.0,car_008,77.624034,12.917626,80.16,car,16.40,93.58,1073384217#1_1,0.00
70.0,bike_001,77.630993,12.916713,92.22,motorcycle,15.36,34.13,1534247766#1_1,0.00
70.0,bike_002,77.627050,12.917296,106.23,motorcycle,9.73,426.95,1073384217#1_0,0.00
70.0,bike_003,77.626409,12.917507,105.03,motorcycle,13.51,354.65,1073384217#1_1,0.00
70.0,bike_004,77.623883,12.917602,80.16,motorcycle,14.55,76.92,1073384217#1_1,0.00
70.0,car_001,77.633402,12.916450,95.04,car,16.57,112.96,380707230#0_0,0.00
70.0,car_002,77.631322,12.916655,95.08,car,14.52,70.25,1534247766#1_0,0.00
70.0,car_003,77.630966,12.916685,92.21,car,15.78,31.33,1534247766#1_0,0.00
70.0,car_004,77.629811,12.916756,93.53,car,16.59,56.39,1534247766#0_0,0.00
70.0,car_005,77.628712,12.916840,94.28,car,16.17,614.91,1073384217#1_0,0.00
70.0,car_006,77.626644,12.917413,105.03,car,12.67,381.02,1073384217#1_0,0.00
70.0,car_007,77.625495,12.917674,95.52,car,13.02,252.42,1073384217#1_0,0.00
70.0,car_008,77.624185,12.917650,80.16,car,16.58,110.16,1073384217#1_1,0.00
71.0,bike_001,77.631137,12.916702,95.08,motorcycle,15.71,49.83,1534247766#1_1,0.00
71.0,bike_002,77.627146,12.917267,106.23,motorcycle,10.93,437.89,1073384217#1_0,0.00
71.0,bike_003,77.626538,12.917472,105.03,motorcycle,14.51,369.16,1073384217#1_1,0.00
71.0,bike_004,77.624027,12.917625,80.16,motorcycle,15.91,92.82,1073384217#1_1,0.00
71.0,car_001,77.633543,12.916436,95.04,car,15.39,128.34,380707230#0_0,0.00
71.0,car_002,77.631457,12.916642,95.08,car,14.68,84.92,1534247766#1_0,0.00
71.0,car_003,77.631112,12.916676,95.08,car,15.98,47.31,1534247766#1_0,0.00
71.0,car_004,77.629953,12.916746,93.26,car,15.45,71.84,1534247766#0_0,0.00
71.0,car_005,77.628859,12.916828,94.23,car,16.05,630.96,1073384217#1_0,0.00
71.0,car_006,77.626762,12.917381,105.03,car,13.27,394.30,1073384217#1_0,0.00
71.0,car_007,77.625607,12.917661,96.07,car,12.31,264.73,1073384217#1_0,0.00
71.0,car_008,77.624334,12.917674,80.16,car,16.43,126.59,1073384217#1_1,0.00
72.0,bike_001,77.631272,12.916689,95.08,motorcycle,14.75,64.59,1534247766#1_1,0.00
72.0,bike_002,77.627231,12.917242,106.23,motorcycle,9.64,447.53,1073384217#1_0,0.00
72.0,bike_003,77.626668,12.917436,105.03,motorcycle,14.72,383.88,1073384217#1_1,0.00
72.0,bike_004,77.624167,12.917648,80.16,motorcycle,15.38,108.20,1073384217#1_1,0.00
72.0,car_001,77.633691,12.916422,95.04,car,16.19,144.54,380707230#0_0,0.00
72.0,car_002,77.631585,12.916630,95.08,car,14.07,98.99,1534247766#1_0,0.00
72.0,car_003,77.631259,12.916661,95.08,car,15.99,63.30,1534247766#1_0,0.00
72.0,car_004,77.630100,12.916736,93.26,car,15.93,87.77,1534247766#0_0,0.00
72.0,car_005,77.629007,12.916816,94.23,car,16.24,647.19,1073384217#1_0,0.00
72.0,car_006,77.626875,12.917348,106.23,car,12.78,407.07,1073384217#1_0,0.00
72.0,car_007,77.625726,12.917647,96.07,car,13.02,277.75,1073384217#1_0,0.00
72.0,car_008,77.624482,12.917689,85.09,car,16.13,142.72,1073384217#1_1,0.00
72.0,car_009,77.623225,12.917496,75.88,car,7.77,4.60,1073384217#1_2,0.00
73.0,bike_001,77.631408,12.916676,95.08,motorcycle,14.77,79.36,1534247766#1_1,0.00
73.0,bike_002,77.627322,12.917215,106.23,motorcycle,10.34,457.87,1073384217#1_0,0.00
73.0,bike_003,77.626788,12.917404,105.03,motorcycle,13.44,397.32,1073384217#1_1,0.00
73.0,bike_004,77.624307,12.917670,80.16,motorcycle,15.33,123.54,1073384217#1_1,0.00
73.0,car_001,77.633837,12.916408,95.04,car,15.87,160.40,380707230#0_0,0.00
73.0,car_002,77.631723,12.916616,95.08,car,15.01,114.00,1534247766#1_0,0.00
73.0,car_003,77.631403,12.916647,95.08,car,15.76,79.07,1534247766#1_0,0.00
73.0,car_004,77.630244,12.916727,93.26,car,15.64,103.42,1534247766#0_0,0.00
73.0,car_005,77.629155,12.916803,94.23,car,16.12,663.31,1073384217#1_0,0.00
73.0,car_006,77.626989,12.917314,106.23,car,13.00,420.07,1073384217#1_0,0.00
73.0,car_007,77.625833,12.917626,100.86,car,11.84,289.58,1073384217#1_0,0.00
73.0,car_008,77.624632,12.917701,85.09,car,16.36,159.08,1073384217#1_1,0.00
73.0,car_009,77.623317,12.917518,75.88,car,10.29,14.89,1073384217#1_2,0.00
74.0,bike_001,77.631552,12.916662,95.08,motorcycle,15.70,95.06,1534247766#1_1,0.00
74.0,bike_002,77.627415,12.917187,106.23,motorcycle,10.61,468.48,1073384217#1_0,0.00
74.0,bike_003,77.626904,12.917369,106.23,motorcycle,13.23,410.55,1073384217#1_1,0.00
74.0,bike_004,77.624451,12.917687,85.09,motorcycle,15.84,139.38,1073384217#1_1,0.00
74.0,car_001,77.633986,12.916393,95.04,car,16.28,176.68,380707230#0_0,0.00
74.0,car_002,77.631859,12.916603,95.08,car,14.84,128.84,1534247766#1_0,0.00
74.0,car_003,77.631544,12.916634,95.08,car,15.43,94.50,1534247766#1_0,0.00
74.0,car_004,77.630387,12.916717,93.26,car,15.61,119.03,1534247766#0_0,0.00
74.0,car_005,77.629300,12.916792,93.86,car,15.75,0.70,1534247766#0_0,0.00
74.0,car_006,77.627103,12.917280,106.23,car,12.90,432.97,1073384217#1_0,0.00
74.0,car_007,77.625941,12.917605,100.86,car,11.98,301.56,1073384217#1_0,0.00
74.0,car_008,77.624780,12.917709,88.98,car,16.11,175.19,1073384217#1_1,0.00
74.0,car_009,77.623421,12.917542,75.88,car,11.65,26.54,1073384217#1_2,0.00
75.0,bike_001,77.631690,12.916649,95.08,motorcycle,15.05,110.11,1534247766#1_1,0.00
75.0,bike_002,77.627512,12.917159,106.23,motorcycle,11.07,479.54,1073384217#1_0,0.00
75.0,bike_003,77.627033,12.917331,106.23,motorcycle,14.60,425.15,1073384217#1_1,0.00
75.0,bike_004,77.624583,12.917697,85.09,motorcycle,14.41,153.78,1073384217#1_1,0.00
75.0,car_001,77.634135,12.916379,95.04,car,16.24,192.92,380707230#0_0,0.00
75.0,car_002,77.631995,12.916590,95.08,car,14.89,143.72,1534247766#1_0,0.00
75.0,car_003,77.631695,12.916619,95.08,car,16.49,110.98,1534247766#1_0,0.00
75.0,car_004,77.630537,12.916708,93.26,car,16.26,135.29,1534247766#0_0,0.00
75.0,car_005,77.629444,12.916782,93.53,car,15.72,16.42,1534247766#0_0,0.00
75.0,car_006,77.627219,12.917246,106.23,car,13.25,446.22,1073384217#1_0,0.00
75.0,car_007,77.626047,12.917577,105.03,car,11.97,313.53,1073384217#1_0,0.00
75.0,car_008,77.624931,12.917710,88.98,car,16.42,191.61,1073384217#1_1,0.00
75.0,car_009,77.623544,12.917571,75.88,car,13.71,40.25,1073384217#1_2,0.00
76.0,bike_001,77.631833,12.916635,95.08,motorcycle,15.70,125.82,1534247766#1_1,0.00
76.0,bike_002,77.627612,12.917129,106.23,motorcycle,11.34,490.89,1073384217#1_0,0.00
76.0,bike_003,77.627152,12.917296,106.23,motorcycle,13.54,438.70,1073384217#1_1,0.00
76.0,bike_004,77.624723,12.917707,85.09,motorcycle,15.19,168.97,1073384217#1_1,0.00
76.0,car_001,77.634282,12.916365,93.91,car,16.09,209.01,380707230#0_0,0.00
76.0,car_002,77.632131,12.916577,95.08,car,14.84,158.56,1534247766#1_0,0.00
76.0,car_003,77.631846,12.916604,95.08,car,16.46,127.45,1534247766#1_0,0.00
76.0,car_004,77.630690,12.916698,92.59,car,16.66,1.37,1534247766#1_0,0.00
76.0,car_005,77.629587,12.916772,93.53,car,15.50,31.92,1534247766#0_0,0.00
76.0,car_006,77.627330,12.917213,106.23,car,12.62,458.85,1073384217#1_0,0.00
76.0,car_007,77.626156,12.917547,105.03,car,12.32,325.85,1073384217#1_0,0.00
76.0,car_008,77.625082,12.917710,89.89,car,16.41,208.02,1073384217#1_1,0.00
76.0,car_009,77.623691,12.917601,80.16,car,16.20,56.45,1073384217#1_2,0.00
77.0,bike_001,77.631979,12.916620,95.08,motorcycle,15.85,141.66,1534247766#1_1,0.00
77.0,bike_002,77.627702,12.917102,106.23,motorcycle,10.24,501.12,1073384217#1_0,0.00
77.0,bike_003,77.627272,12.917260,106.23,motorcycle,13.59,452.28,1073384217#1_1,0.00
77.0,bike_004,77.624860,12.917709,88.98,motorcycle,14.94,183.91,1073384217#1_1,0.00
77.0,car_001,77.634435,12.916354,93.91,car,16.57,225.58,380707230#0_0,0.00
77.0,car_002,77.632265,12.916563,95.59,car,14.68,173.24,1534247766#1_0,0.00
77.0,car_003,77.631992,12.916590,95.08,car,15.93,143.38,1534247766#1_0,0.00
77.0,car_004,77.630842,12.916691,92.21,car,16.51,17.88,1534247766#1_0,0.00
77.0,car_005,77.629730,12.916762,93.53,car,15.58,47.50,1534247766#0_0,0.00
77.0,car_006,77.627444,12.917179,106.23,car,12.92,471.77,1073384217#1_0,0.00
77.0,car_007,77.626263,12.917517,105.03,car,12.10,337.95,1073384217#1_0,0.00
77.0,car_008,77.625230,12.917709,89.89,car,16.06,224.09,1073384217#1_1,0.00
77.0,car_009,77.623834,12.917624,80.16,car,15.71,72.16,1073384217#1_2,0.00
78.0,bike_001,77.632121,12.916607,95.08,motorcycle,15.48,157.14,1534247766#1_1,0.00
78.0,bike_002,77.627786,12.917078,106.23,motorcycle,9.46,510.59,1073384217#1_0,0.00
78.0,bike_003,77.627399,12.917222,106.23,motorcycle,14.37,466.66,1073384217#1_1,0.00
78.0,bike_004,77.625000,12.917710,88.98,motorcycle,15.13,199.04,1073384217#1_1,0.00
78.0,car_001,77.634579,12.916343,93.91,car,15.71,241.29,380707230#0_0,0.00
78.0,car_002,77.632394,12.916549,95.36,car,14.08,3.00,380707230#0_0,0.00
78.0,car_003,77.632140,12.916576,95.08,car,16.17,159.55,1534247766#1_0,0.00
78.0,car_004,77.630985,12.916684,92.21,car,15.58,33.47,1534247766#1_0,0.00
78.0,car_005,77.629873,12.916751,93.53,car,15.59,63.10,1534247766#0_0,0.00
78.0,car_006,77.627558,12.917145,106.23,car,12.92,484.69,1073384217#1_0,0.00
78.0,car_007,77.626374,12.917487,105.03,car,12.49,350.44,1073384217#1_0,0.00
78.0,car_008,77.625377,12.917708,89.89,car,15.87,239.96,1073384217#1_1,0.00
78.0,car_009,77.623985,12.917648,80.16,car,16.63,88.79,1073384217#1_2,0.00
